"","source","publishedAt","urlToImage","author","title","description","url","content","category"
"155","Cnnphilippines.com",2019-01-31 15:58:04,"http://cnnphilippines.com/incoming/8vufwf-slow-internet.jpg/ALTERNATES/LANDSCAPE_640/slow%20internet.jpg",NA,"PH takes top spot as heaviest internet users worldwide — report - CNN Philippines","PH takes top spot as heaviest internet users worldwide — report CNN Philippines Filipinos still world's top social media user - study ABS-CBN News Filipinos spend the most time on internet, social media worldwide — study INQUIRER.net Filipinos spend most time…","http://cnnphilippines.com/lifestyle/2019/02/01/2019-digital-hootsuite-we-are-social-internet-philippines-facebook.html","Metro Manila (CNN Philippines, January 31) A recently released report revealed Filipinos spend the most amount of time online.
Digital 2019, a report from Hootsuite and We are Social showing people's online behavior around the world, said Filipinos spend an … [+1708 chars]",NA
"156","Complex.com",2019-02-16 04:40:56,"https://images.complex.com/complex/images/c_fill,g_center,w_1200/fl_lossy,pg_1,q_auto/eajkazjn9whxcdjes28x/vogue-brazil-style-director-resigns-following-birthday-photos-evoking-slavery","Joshua Espinoza","'Vogue Brazil' Style Director Resigns Over 'Slavery' Party Photos","Donata Meirelles has been accused using black people as props and romanticizing colonialism.","https://www.complex.com/style/2019/02/vogue-brazil-style-director-resigns-following-birthday-photos-evoking-slavery","Fashion insiders keep screwing up.
Vogue Brazil's style director was forced to resign this week after photos from her 50th birthday party were criticized for being racist and romanticizing colonialism. Earlier this month, pictures of Donata Meirelles' dinner… [+2256 chars]",NA
"157","Daily Mail",2019-02-18 06:11:27,"https://i.dailymail.co.uk/1s/2019/02/18/04/9943708-0-image-a-2_1550464291184.jpg","https://www.facebook.com/DailyMail","Footage shows movements of executive's boyfriend before he flew to Brazil following her death","The 40-year-old boarded a flight from Sydney to his native Brazil the same weekend that businesswoman Ms Haddad's body was found in a Sydney river in April 2018.","https://www.dailymail.co.uk/news/article-6715907/Footage-shows-movements-executives-boyfriend-flew-Brazil-following-death.html","New footage showing the movements of Sydney businesswoman Cecilia Haddad's accused killer in the hours following her disappearance has been released. 
On Monday, nearly 20 minutes of footage was revealed by New South Wales police showing Mario Marcelo Santor… [+4733 chars]","entertainment"
"158","Dailypioneer.com",2019-02-12 05:39:38,"https://www.dailypioneer.com/uploads/2019/story/images/big/india--china-leading-global-greening-effort--nasa-study-2019-02-12.jpg","The Pioneer","India, China leading global greening effort: NASA study - Daily Pioneer","India and China are leading the global greening effort, which is quite contrary to the general perception worldwide, a latest NASA study said Monday, observing that the world is a greener place than it was 20 years ago.

The NASA study based on data received …","https://www.dailypioneer.com/2019/india-abroad/india--china-leading-global-greening-effort--nasa-study.html","India and China are leading the global greening effort, which is quite contrary to the general perception worldwide, a latest NASA study said Monday, observing that the world is a greener place than it was 20 years ago.
The NASA study based on data received … [+2813 chars]",NA
"159","Deadline.com",2019-02-09 10:54:13,"https://pmcdeadline2.files.wordpress.com/2019/02/image001-1.jpg?w=605","Andreas Wiseman","Ricardo Darin-Marcedes Moran Rom-Com ‘An Unexpected Love’ Sells To HBO Latino For U.S. Pay TV — EFM","EXCLUSIVE : After its EFM screening, Argentinian sales outfit FilmSharks has sold rom-com An Unexpected Love (El Amor Menos Pensado), starring Ricardo Darin ( The Secret In Their Eyes ) and Mercedes Moran ( La Cienaga ), to HBO Latino for U.S. first run pay T…","https://deadline.com/2019/02/ricardo-darin-marcedes-moran-unexpected-love-hbo-latino-1202553409/","EXCLUSIVE: After its EFM screening, Argentinian sales outfit FilmSharks has sold rom-com An Unexpected Love (El Amor Menos Pensado), starring Ricardo Darin (The Secret In Their Eyes) and Mercedes Moran (La Cienaga), to HBO Latino for U.S. first run pay TV and… [+934 chars]",NA
"160","Deadline.com",2019-02-16 16:18:21,"https://pmcdeadline2.files.wordpress.com/2016/11/bruno-ganz-photo-by-ruth-walz-1.jpg?w=605","Bruce Haring","Bruno Ganz Dies: Swiss Actor In ‘Downfall’ Was 77","Bruno Ganz, whose best-known roles were portraying the extremes of an angel and Adolph Hitler, died in Zurich at age 77 on Friday. His cause of death was colon cancer, according to representatives. His memorable portrayal of German dictator Adolph Hitler in 2…","https://deadline.com/2019/02/bruno-ganz-dies-swiss-actor-in-downfall-was-77-1202558940/","Bruno Ganz, whose best-known roles were portraying the extremes of an angel and Adolph Hitler, died in Zurich at age 77 on Friday. His cause of death was colon cancer, according to representatives.
His memorable portrayal of German dictator Adolph Hitler in … [+947 chars]",NA
"161","Deadspin.com",2019-02-05 18:47:00,"https://i.kinja-img.com/gawker-media/image/upload/s--4hh-R0Qw--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/q4pw3klmeqr2lhn3iqwv.jpg","Luis Paez-Pumar","Tearful Neymar Asks An Indifferent God For Better Bones","After breaking the fifth metatarsal in his right foot for the second consecutive year, Neymar would be well within his rights to retreat into the rich person’s equivalent of a dark bedroom with the curtains drawn—so, I don’t know, Dubai? Read more...","https://deadspin.com/tearful-neymar-asks-an-indifferent-god-for-better-bones-1832364205","After breaking the fifth metatarsal in his right foot for the second consecutive year, Neymar would be well within his rights to retreat into the rich persons equivalent of a dark bedroom with the curtains drawnso, I dont know, Dubai?
Instead, the now-27-yea… [+1743 chars]",NA
"162","Deadspin.com",2019-02-12 15:18:00,"https://i.kinja-img.com/gawker-media/image/upload/s--xlqqlQio--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/a3vaxg7hherx1fxoxils.jpg","Dvora Meyers","More Than Two Years After The Games, Rio's Olympic Debt Keeps Rising","Just because the Olympics are long over doesn’t mean that we’re done with the fallout from the Rio de Janeiro Games. According to a report from Brazil, the debt incurred by the local organizing committee has dramatically increased to more than three times the…","https://deadspin.com/more-than-two-years-after-the-games-rios-olympic-debt-1832558040","Just because the Olympics are long over doesnt mean that were done with the fallout from the Rio de Janeiro Games. According to a report from Brazil, the debt incurred by the local organizing committee has dramatically increased to more than three times the o… [+994 chars]",NA
"163","Deadspin.com",2019-01-30 16:31:00,"https://i.kinja-img.com/gawker-media/image/upload/s--VqsakkLM--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/ufx2dmzqodzsr0pwccfl.jpg","Billy Haisley","Once Again, Neymar Might Be Fucked","For Neymar, the events of the past week must feel like an especially haunting instance of déjà vu. Once again, the Paris Saint-Germain superstar came up lame in the middle of a match after a not especially horrific clash. Once again, further tests revealed th…","https://deadspin.com/once-again-neymar-might-be-fucked-1832196412","For Neymar, the events of the past week must feel like an especially haunting instance of déjà vu. Once again, the Paris Saint-Germain superstar came up lame in the middle of a match after a not especially horrific clash. Once again, further tests revealed th… [+5679 chars]",NA
"164","Democracynow.org",2019-02-11 13:47:30,"https://www.democracynow.org/images/story/43/46043/full_hd/SEG3-Bolsonaro.jpg","mail@democracynow.org (Democracy Now!)","""This Is Just the Beginning"": Greenwald on Rising State Violence & Homophobia in Bolsonaro's Brazil","On Friday, an operation by Brazilian military police in Rio de Janeiro left at least 13 people dead after a shootout in the neighborhood of Santa Teresa. Police say they were there to investigate suspected drug traffickers but encountered gunfire when they en…","https://www.democracynow.org/2019/2/11/this_is_just_the_beginning_greenwald","This is viewer supported news. Please do your part today.
Donate
On Friday, an operation by Brazilian military police in Rio de Janeiro left at least 13 people dead after a shootout in the neighborhood of Santa Teresa. Police say they were there to investig… [+840 chars]",NA
"165","Detik.com",2019-02-17 14:20:05,"https://awsimages.detik.net.id/api/wm/2019/01/18/742e46ea-20c5-4192-9ab3-1e41c133780e_169.png?wid=54&w=650&v=1","Achmad Dwi Afriyadi","Sebut RI Masih Pakai Energi B20, Prabowo: Brazil Sudah B90","""Kelapa sawit adalah komoditas penting bagi kita, dan ini sebetulnya menjanjikan karena kita dapat menggunakan kelapa sawit untuk biodiesel dan biofuel,""","https://finance.detik.com/energi/d-4432146/sebut-ri-masih-pakai-energi-b20-prabowo-brazil-sudah-b90","Jakarta - Calon presiden nomor urut 02 Prabowo Subianto memaparkan, kelapa sawit merupakan komoditas yang penting. Sebab, kelapa sawit bisa digunakan untuk bahan bakar.""Kelapa sawit adalah komoditas penting bagi kita, dan ini sebetulnya menjanjikan karena kit… [+708 chars]",NA
"166","Detik.com",2019-02-18 04:08:01,"https://awsimages.detik.net.id/api/wm/2017/10/20/52f59138-d92a-4403-aadc-ba5cb20cfe1f_169.jpg?wid=54&w=650&v=1","Ardan Adhi Chandra","Rata-rata Bunga Utang RI 10,44% per Tahun","Abtrindo Bond index yang mewakili indeks surat utang negara telah meningkat 170,25% selama 10 tahun atau return rata-rata sebesar 10,44% per tahun.","https://finance.detik.com/berita-ekonomi-bisnis/d-4432743/rata-rata-bunga-utang-ri-1044-per-tahun","Jakarta - Utang pemerintah kerap kali menjadi perdebatan belakangan ini. Utang pemerintah sering dianggap hal negatif dan mirip dengan kondisi utang individu atau personal sehingga memicu kecemasan traumatik di kalangan masyarakat. Padahal sebenarnya utang pe… [+2995 chars]",NA
"167","Digitaltrends.com",2019-01-24 13:28:08,"https://icdn3.digitaltrends.com/image/2019-ford-edge-titanium_6-1200x630-c-ar1.91.jpg","Stephen Edelstein","Ford will build a mini pickup truck slotting below the Ranger","Ford will build a smaller pickup truck that will slot below the Ranger in the automaker's lineup. But Ford was mum on whether the new mini truck would be sold in the United States. The truck is likely a replacement for the Ford Courier, which was never sold i…","https://www.digitaltrends.com/cars/ford-mini-truck-rumors/","2019 Ford Edge Titanium Stephen Edelstein/Digital Trends
Ford recently downsized its pickup truck lineup with the Ranger, its first midsize truck since 2011. But now it seems that the Blue Oval will launch a truck smaller than the Ranger. However, it’s uncle… [+1859 chars]",NA
"168","Digitaltrends.com",2019-02-15 16:10:18,"https://icdn3.digitaltrends.com/image/the_volkswagen_light_bus-9390-1200x630-c-ar1.91.jpg","Stephen Edelstein","Psychedelic Volkswagen Microbus from Woodstock returns for an encore","With its trippy paint scheme, the Volkswagen ""Light"" bus became a symbol of the 1969 Woodstock music festival. VW teamed up with the artist who created this rolling mural to stage a comeback in time for Woodstock's 50th anniversary. Volkswagen will also launc…","https://www.digitaltrends.com/cars/volkswagen-microbus-woodstock-replica/","What’s more symbolic of the 1960s than a Volkswagen Microbus? How about a Volkswagen Microbus with a psychedelic paint scheme that appeared at the 1969 Woodstock festival? The VW “Light” bus became a star of Woodstock alongside The Who and Jimi Hendrix, and 5… [+2179 chars]",NA
"169","Diyphotography.net",2019-02-03 14:24:35,"https://s23527.pcdn.co/wp-content/uploads/2019/02/kodak-worlds-largest-puzzle.jpg.optimal.jpg","John Aldred","Kodak’s “World’s Largest Puzzle” contains 51,300 pieces, measures over 8 metres long and costs $565","I haven’t put a jigsaw together since I was a kid. I remember them being a lot of fun, although they rarely had more than a couple of hundred pieces. I’m not sure if I’d ever consider doing one again, but if I did, I think it would have to be this one – assum…","https://www.diyphotography.net/kodaks-worlds-largest-puzzle-contains-51300-pieces-measures-over-8-metres-long-and-costs-565/","I haven’t put a jigsaw together since I was a kid. I remember them being a lot of fun, although they rarely had more than a couple of hundred pieces. I’m not sure if I’d ever consider doing one again, but if I did, I think it would have to be this one – assum… [+1530 chars]",NA
"170","Doctorofcredit.com",2019-01-20 13:00:06,NA,"William Charles","Recap: Brazil Visa Requirements, Congratulations & More","Brazil Dropping Visa Requirements For US Citizens by OMaaT. Tesla giving away over 80 new Roadsters for free by Modeling Pedia. Damn I should have pumped Tesla referrals. Quick Update Regarding the Old 150x British Airways Avios & Match.com Promo by Travel Wi…","https://www.doctorofcredit.com/recap-brazil-visa-requirements-congratulations-more/","We have financial relationships with some of the products and services found on this website, we may be compensated if you choose to utilize any of these links when applying. We will only recommend the products that we believe are the best fit for you, the co… [+126 chars]",NA
"171","Engadget",2019-01-28 19:21:00,"https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D4000%252C2667%252C0%252C0%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1067%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-images%252F2019-01%252Fc743d1e0-232a-11e9-83ff-a9d96ca9e7f3%26client%3Da1acac3e1b3290917d92%26signature%3Df61f1058f7970bf00fbc97ab59b81cddfd1ae1c0&client=amp-blogside-v2&signature=af8950ce0a3ffa7c0ac3880e9fcaf83e89ab2835","Kris Holt","Facebook expands election integrity efforts ahead of EU vote","European Parliament elections are set to take place in May, which of course means there are bad actors who will try to use nefarious means to disrupt the process. Facebook is trying to clamp down on interference on its platforms, with measures including new r…","https://www.engadget.com/2019/01/28/facebook-election-integrity-war-room-european-parliament-india/","When you click on or tap an ad's ""paid for by"" disclaimer, you'll see an Ad Archive page that details its performance, along with demographic information on the people who have viewed it. You don't need a Facebook account to access the archive, and anyone can… [+1526 chars]","technology"
"172","Engadget",2019-02-04 01:06:00,"https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D5079%252C3386%252C0%252C0%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1067%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-images%252F2019-02%252F406dab50-278a-11e9-8afe-529a352b4fe7%26client%3Da1acac3e1b3290917d92%26signature%3Dad4873ddef8653e1f8acb08ae926bd1a36c5e57d&client=amp-blogside-v2&signature=26a4557dba6946353b0561b220ca4c5e501451c2","Mariella Moon","Saudi Arabia and UAE test cryptocurrency for cross-border payments","A government-developed cryptocurrency isn't unheard of -- Venezuela controversially launched ""Petro"" in 2018 in an effort to get around sanctions. Now, it's Saudi Arabia's and the UAE's turn to launch a cryptocurrency of their own: one they jointly developed …","https://www.engadget.com/2019/02/03/saudi-uae-cryptocurrency/","Saudi and the UAE have announced the project as part of a seven point cooperation plan to strengthen the countries' relationship. The Saudi-Emirati virtual coins are strictly meant for cross-border payments between central and local banks, though, and it's un… [+951 chars]","technology"
"173","Engadget",2019-02-06 15:45:00,"https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fresize%3D2000%252C2000%252Cshrink%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2019-02%252F0180e140-2a29-11e9-bfe6-8c13d9aae3b1%26client%3Da1acac3e1b3290917d92%26signature%3Dcf82ace0fe466e2092a5040796b3acd187aa2a83&client=amp-blogside-v2&signature=982cb855c47d195811cc3c0cc968241b787dfd3d","Kris Holt","Sports service DAZN lets you stream four games at once","Sports streaming platform DAZN offers a wide variety of live and on-demand matches across several sports. To help you catch as much of the action as possible, it's adding a multiview option that lets you watch up to four streams at once.","https://www.engadget.com/2019/02/06/dazn-sports-streaming-multiview/","You'll need a fourth-generation or 4K Apple TV to use the feature, which you activate with a long press on the remote before selecting the videos you'd like to fill your screen. The multiview option is live in the US, Canada, Japan, Italy, Germany, Austria an… [+401 chars]","technology"
"174","Espn.com",2019-02-02 14:10:17,"https://a4.espncdn.com/combiner/i?img=%2Fphoto%2F2018%2F1218%2Fr479117_1296x729_16%2D9.jpg",NA,"How to watch Assuncao vs. Moraes II","Everything you need to know about UFC Fight Night: Assuncao vs. Moraes II, which takes place on Saturday in Fortaleza, Brazil, on ESPN+. The main event is a rematch of Brazilian bantamweight title contenders Raphael Assuncao and Marlon Moraes.","http://www.espn.com/mma/story/_/id/25565387/how-watch-ufc-fight-night-assuncao-vs-moraes-ii-full-coverage-analysis","In his past 17 fights, dating to December 2011, Marlon Moraes has lost only once. That was a defeat at the hands of Raphael Assuncao in 2017.
The UFC is now on ESPN and ESPN+. Subscribe to ESPN+ to get: Exclusive live UFC events, weigh-ins and more; Ariel an… [+1123 chars]",NA
"175","Espn.com",2019-01-28 16:42:46,"https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0123%2Fr492740_1296x729_16%2D9.jpg",NA,"Source: Neymar (foot) could miss rest of season","Neymar's foot injury could mean the end to his season as PSG review whether the Brazil star requires surgery, a club source said.","http://www.espn.com/soccer/paris-saint-germain/story/3761653/psg-and-brazils-neymar-facing-second-straight-season-ending-metatarsal-injury----source","Paris Saint-Germain and Brazil superstar Neymar could have his second consecutive club football season ended by a metatarsal injury after a medical source close to the French champions confirmed that the 26-year-old may well require surgery to fix his latest … [+3291 chars]",NA
"176","Espn.com",2019-01-28 16:08:08,"https://a4.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0128%2Fr494449_1296x729_16%2D9.jpg",NA,"Demian Maia: My life as a fighter","Demian Maia is one of the top jiu-jitsu practitioners in UFC history. Ahead of his fight on Saturday in Brazil, he spoke with ESPN about his long career and what life could look like after fighting.","http://www.espn.com/mma/story/_/id/25867112/demian-maia-my-life-fighter","Demian Maia, arguably the best grappler in the UFC today, has done a bit of everything in his esteemed career. His elite Brazilian jiu-jitsu skills have seen him submit some of MMA's most feared fighters over the years, and he has competed for a title belt on… [+8362 chars]",NA
"177","Espn.com",2019-01-29 19:17:28,"https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0129%2Fr495052_1296x729_16%2D9.jpg",NA,"Stats that will define Raphael Assuncao vs. Marlon Moraes","Raphael Assuncao and Marlon Moraes face each other Saturday in Fortaleza, Brazil, in a rematch of a 2017 fight that was about as statistically even as you get. What adjustments might produce a more convincing outcome this time?","http://www.espn.com/mma/story/_/id/25878210/ufc-fight-night-assuncao-vs-moraes-stats-define-raphael-assuncao-vs-marlon-moraes","TJ Dillashaw's quest to become a two-division champion has left the bantamweight division in a holding pattern. However, the main event of Saturday's UFC card in Fortaleza, Brazil, could still say a lot about determining the next challenger to Dillashaw's tit… [+6018 chars]",NA
"178","Espn.com",2019-01-23 16:10:33,"https://a4.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0122%2Fr492177_1296x729_16%2D9.jpg",NA,"Should teams run up the score like Man City?","Should you worry about embarrassing your opposition or score as many goals as you can? Man City-Burton provided the perfect test case for debate.","http://www.espn.com/soccer/english-carabao-cup/0/blog/post/3756715/was-it-wrong-for-man-city-to-beat-burton-9-0-or-are-critics-missing-the-point-of-football","Man City's outrageous victory was seen as an insult in some circles. Was the rout justified? Michael Regan/Getty Images
When Manchester City defeated Burton Albion in the first leg of their Carabao Cup semifinal early this month, the result sent Twitter into… [+5237 chars]",NA
"179","Espn.com",2019-02-02 14:08:15,"https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0130%2FAssuncao%2Dv%2DMoraes_16x9.jpg",NA,"UFC Fight Night: Assuncao vs. Moraes Cheat Sheet","Top UFC bantamweight contenders collide when Raphael Assuncao faces Marlon Moraes on Saturday in Fortaleza, Brazil. Who has the edge?","http://www.espn.com/mma/story/_/id/25893014/ufc-fight-night-assuncao-vs-moraes-cheat-sheet","The UFC is headed to Fortaleza, Brazil, this weekend, with an all-Brazil main event between Raphael Assuncao and Marlon Moraes. 
The UFC is now on ESPN and ESPN+. Subscribe to ESPN+ to get: Exclusive live UFC events, weigh-ins and more; Ariel and the Bad Guy… [+3751 chars]",NA
"180","Espn.com",2019-02-06 16:35:18,"https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2016%2F0707%2Fr101022_1296x729_16%2D9.jpg",NA,"MMA icon Silva admits he would lose to Jones","Anderson Silva, considered one of the greatest MMA fighters of all time, says Jon Jones would win a hypothetical matchup between the two fighters at their peak and said Jones is ""the evolution of this sport.""","http://www.espn.com/mma/story/_/id/25937644/anderson-silva-admits-lose-jon-jones","MMA fans would relish the thought of Anderson Silva fighting against Georges St.-Pierre or Jon Jones, but neither fight has ever happened. And the answer to the question of who would win these intriguing matchups or who remains as the best fighter will always… [+1510 chars]",NA
"181","Espn.com",2019-01-31 13:02:03,"https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2018%2F1021%2Fr450477_800x450_16%2D9.jpg",NA,"Source: D.C.'s Acosta to sign as Neymar stand-in","D.C. United's Luciano Acosta is Paris Saint-Germain bound, a source has confirmed to ESPN FC, after coach Thomas Tuchel demanded reinforcements.","http://www.espn.com/soccer/soccer-transfers/story/3763930/psg-to-sign-dcs-luciano-acosta-as-neymar-stand-in-source","D.C. United's Luciano Acosta is Paris Saint-Germain bound, a source has confirmed to ESPN FC, after coach Thomas Tuchel demanded attacking reinforcement to cover Neymar's absence.
Brazil international Neymar is ruled out for over two months with a second inj… [+1156 chars]",NA
"182","Espn.com",2019-02-01 13:47:08,"https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0130%2FAssuncao%2Dv%2DMoraes_16x9.jpg",NA,"UFC Fight Night: Assuncao vs. Moraes Cheat Sheet","Top UFC bantamweight contenders collide when Raphael Assuncao faces Marlon Moraes on Saturday in Fortaleza, Brazil. Who has the edge?","http://www.espn.com/mma/story/_/id/25893014/ufc-fight-night-raphael-assuncao-vs-marlon-moraes-cheat-sheet","The UFC is headed to Fortaleza, Brazil, this weekend, with an all-Brazil main event between Raphael Assuncao and Marlon Moraes. 
The UFC is now on ESPN and ESPN+. Subscribe to ESPN+ to get: Exclusive live UFC events, weigh-ins and more; Ariel and the Bad Guy… [+3916 chars]",NA
"183","Espn.com",2019-01-27 16:25:09,"https://a4.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0127%2Fr494107_1296x729_16%2D9.jpg",NA,"What to watch for in Gregg Berhalter's first U.S. game","Gregg Berhalter has been working with his U.S. squad since Jan. 7, and their first match, vs. Panama, is on Sunday night. How will it play out?","http://www.espn.com/soccer/club/united-states/660/blog/post/3760399/us-vs-panama-three-things-to-watch-for-in-berhalters-first-game-as-manager","GLENDALE, Ariz. -- If a new era dawns and no one is there to see it, can you really call it a fresh beginning? New U.S. manager Gregg Berhalter and his players are determined to answer that in the affirmative.
Yes, some people will take in Sunday's friendly … [+5195 chars]",NA
"184","Espn.com",2019-02-03 00:46:44,"https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0203%2Fr496912_1296x729_16%2D9.jpg",NA,"Jose Aldo celebrates in crowd after impressive knockout of Renato Moicano","Before UFC Fight Night: Fortaleza's main event between Raphael Assuncao and Marlon Moraes, a multitude of undercard fights had major implications. Here's how it all went down.","http://www.espn.com/mma/story/_/id/25900770/jose-aldo-celebrates-crowd-impressive-knockout-renato-moicano","Jose Aldo has been insisting for a month that 2019 will be his final year in the fight game. On Saturday, though, he made it clear that he's not done yet, battering rising contender Renato Moicano for a second-round TKO in the co-main event of UFC Fight Night… [+10225 chars]",NA
"185","Espn.com",2019-02-04 18:45:54,"https://a4.espncdn.com/combiner/i?img=%2Fphoto%2F2018%2F1003%2Fr441374_1296x518_5%2D2.jpg",NA,"Has Neymar fulfilled his potential?","Neymar has just turned 27, which got us thinking: Has he fulfilled the promise that suggested he could emulate Messi and Ronaldo? It's complicated.","http://www.espn.com/soccer/blog/marcottis-musings/62/post/3767489/has-neymar-fulfilled-his-potential-as-heir-apparent-to-cristiano-ronaldo-and-lionel-messi","If one human year is worth seven in dog years, what is the equation comparing a civilian career to that of a professional footballer? Neymar turned 27 on Tuesday and next month it will be 10 years since he made his professional debut. If he were a working sti… [+7374 chars]",NA
"186","Espn.com",2019-01-31 03:01:00,"https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2015%2F0513%2Fmma_e_edgar%2Daldo01jr_B_1296x729.jpg",NA,"Okamoto: My five favorite Jose Aldo moments","Jose Aldo is arguably the best featherweight in MMA history. Just days ahead of his co-main event fight with Renato Moicano, ESPN's Brett Okamoto relives his favorite moments of Aldo's storied career.","http://www.espn.com/mma/story/_/id/25889135/brett-okamoto-my-five-favorite-jose-aldo-moments","Jose Aldo's featherweight bout against Renato Moicano on Saturday won't be his last -- but that time is apparently coming.
The UFC is now on ESPN and ESPN+. Subscribe to ESPN+ to get: Exclusive live UFC events, weigh-ins and more; Ariel and the Bad Guy; Dana… [+3274 chars]",NA
"187","Espn.com",2019-02-03 03:30:01,"https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0203%2Fr496914_1296x729_16%2D9.jpg",NA,"Moraes submits Assuncao, eyes shot at Dillashaw","Marlon Moraes could be next in line for a shot at the 135-pound belt after getting Raphael Assuncao to tap to a rear-naked choke in the first round Saturday at UFC Fight Night in Brazil.","http://www.espn.com/nba/story/_/id/25910657/marlon-moraes-submits-raphael-assuncao-ufc-fight-night-brazil","Marlon Moraes defeated Raphael Assuncao by submission in the first round Saturday at UFC Fight Night in Fortaleza, Brazil.
Moraes (22-5-1) dropped Assuncao (27-6-0) with two big right hands and eventually locked in a guillotine choke, getting Assuncao to tap… [+620 chars]",NA
"188","Espn.com",2019-01-30 12:18:17,"https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0123%2Fr492740_1296x729_16%2D9.jpg",NA,"Neymar to miss Champions League clash with Man United","Neymar's latest metatarsal injury means he will miss both legs of PSG's Champions League round of 16 clash against Manchester United.","http://www.espn.com/soccer/paris-saint-germain/story/3763034/psg-neymar-out-for-over-two-months-misses-manchester-united-matches-in-ucl","Neymar has been ruled out for up to 10 weeks and will miss both legs of Paris Saint-Germain's Champions League round of 16 tie against Manchester United, the Ligue 1 club have confirmed. 
The Brazil international was injured while playing against Strasbourg … [+1554 chars]",NA
"189","Espn.com",2019-02-02 14:10:17,"https://a4.espncdn.com/combiner/i?img=%2Fphoto%2F2018%2F1218%2Fr479117_1296x729_16%2D9.jpg",NA,"How to watch Assuncao vs. Moraes II (main card at 8 p.m. ET)","Everything you need to know about UFC Fight Night: Assuncao vs. Moraes II, which takes place on Saturday in Fortaleza, Brazil, beginning at 5 p.m. ET on ESPN+.","http://www.espn.com/mma/story/_/id/25565387/how-watch-ufc-fight-night-assuncao-vs-moraes-ii-start-free-trial-espn+","The 13-bout UFC Fight Night: Moraes vs. Assuncao kicks off on ESPN+ starting at 5 p.m. ET. The action takes place in Fortaleza, Brazil and culminates with a tremendous main event featuring Marlon Moraes versus Raphael Assuncao. In his past 17 fights, dating b… [+1160 chars]",NA
"190","Espn.com",2019-02-09 10:05:21,"https://a1.espncdn.com/combiner/i?img=%2Fi%2Fespn%2Fespn_logos%2Fespn_red.png","Reuters","Cavani injured as PSG beat Bordeaux in Ligue 1","Paris Saint-Germain Bordeaux 1 0 FT Game Details Live football odds with bet365. Bet Now&nbsp;&raquo; GameCast Lineups and Stats PARIS, Feb 9 (Reuters) - Paris St Germain got back to winning ways in Ligue 1 on Saturday with a 1-0 defeat of Girondins de Bordea…","http://www.espn.com/soccer/report?gameId=512152","PSG's Marco Verratti trained on Thursday, sources told ESPN FC, after coach Thomas Tuchel said on Wednesday that the Italian has a new injury.",NA
"191","Espnfc.com",2019-01-20 07:24:00,"https://a.espncdn.com/photo/2019/0121/r491598_1296x729_16-9.jpg","Tim Vickery","Can Delfin follow in the Copa Libertadores footsteps of Independiente del Valle?","Ecuador's Independiente del Valle marched all the way to the Copa Libertadores final in 2016. On Tuesday night, Delfin of Ecuador kick off the 2019 Copa Libertadores when they host Nacional of Paraguay in the qualifying round. Delfin might draw some inspirati…","http://www.espnfc.com/conmebol-copa-libertadores/58/blog/post/3755579/can-delfin-follow-in-the-copa-libertadores-footsteps-of-independiente-del-valle","Ecuador's Independiente del Valle marched all the way to the Copa Libertadores final in 2016.
On Tuesday night, Delfin of Ecuador kick off the 2019 Copa Libertadores when they host Nacional of Paraguay in the qualifying round.
Delfin might draw some inspira… [+2808 chars]",NA
